URL,dept_1,complexity_score
http://www.yelizyesilada.com,http://www.yelizyesilada.com/research/,6.494400000000001
http://www.yelizyesilada.com,http://www.yelizyesilada.com/aboutme/,1.8100999999999998
http://www.yelizyesilada.com,http://www.yelizyesilada.com,1.3914
http://www.yelizyesilada.com,http://www.yelizyesilada.com/teaching/,2.4329
http://www.yelizyesilada.com,http://www.yelizyesilada.com/services/,5.1517
http://www.yelizyesilada.com,http://www.yelizyesilada.com/publications/,10.0
